item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45,item46,item47,item48,item49,item50,item51,item52,item53,item54,item55,item56,item57
118,B,A,B,A,D,A,C,C,B,D,B,B,A,D,A,B,D,C,C,D,B,B,A,C,B,D,A,D,C,C,A,D,C,A,A,B,D,A,A,D,B,C,D,A,A,B,C,B,D,D,B,A,B,D,B,D,A
119,D,D,B,A,D,A,B,D,A,D,A,B,B,D,B,A,C,C,C,B,A,A,A,B,B,C,C,A,D,A,D,B,C,D,D,C,D,A,B,B,B,B,C,D,B,B,C,B,C,D,C,B,C,C,A,A,C
120,D,D,C,A,D,D,A,C,B,D,B,C,B,A,D,B,C,B,D,D,D,D,B,D,D,A,A,B,C,D,A,B,D,C,A,A,C,C,B,D,A,D,B,B,C,D,B,B,D,A,A,B,D,D,D,B,B
121,D,D,C,A,A,A,D,B,D,C,A,D,C,B,C,B,C,B,D,D,A,A,B,D,C,A,B,C,D,A,C,A,A,A,D,C,B,D,A,A,C,A,D,B,B,C,C,A,C,A,B,B,B,C,C,D,C
122,B,A,B,D,A,A,C,C,B,B,C,B,A,B,C,A,B,A,A,A,B,C,B,A,C,A,C,B,B,C,D,A,B,B,C,A,D,C,A,D,B,D,C,B,D,B,B,A,C,B,A,D,B,C,C,B,C
123,C,A,C,B,B,D,C,A,B,B,C,B,B,D,C,A,C,D,D,D,B,D,D,B,A,D,A,D,C,D,C,A,C,D,C,C,A,B,B,B,D,D,C,A,A,A,B,D,C,B,C,A,D,A,B,A,A
124,C,D,C,C,C,C,A,A,A,C,D,C,A,A,A,A,B,A,C,C,B,B,A,C,C,D,C,A,A,C,B,A,B,D,A,B,D,B,C,C,A,A,B,C,D,D,C,C,C,C,B,D,B,A,B,C,B
125,B,C,B,C,A,C,D,C,B,A,A,C,C,A,C,D,B,B,C,B,A,A,C,A,A,A,A,D,A,C,B,A,A,A,B,B,D,C,C,D,C,B,C,D,D,C,C,D,A,A,B,D,A,D,A,B,B
126,A,A,C,A,D,B,C,D,B,B,B,C,B,A,D,C,D,D,C,C,D,A,C,A,B,D,D,C,D,B,B,A,D,D,D,C,A,A,C,B,D,C,D,B,B,D,A,C,A,A,C,A,B,C,A,B,C
127,B,C,A,D,B,C,B,A,C,D,C,B,A,B,B,A,D,D,C,A,C,A,A,B,B,A,D,D,D,D,B,B,B,B,C,A,B,D,B,B,A,C,D,D,D,A,A,A,D,C,B,C,C,C,A,A,A
128,D,C,C,C,A,C,A,B,C,C,B,C,A,D,D,C,B,A,A,C,A,A,B,C,D,B,A,A,B,A,C,D,C,B,D,D,D,C,A,C,D,B,B,A,B,D,B,C,B,B,A,B,A,D,A,B,D
129,B,D,D,D,D,D,D,D,A,B,A,C,C,C,D,A,B,A,D,A,B,C,C,C,B,B,B,A,A,B,C,A,B,D,B,D,C,A,A,B,A,D,C,B,B,A,D,A,B,B,A,A,C,A,C,A,C
130,C,B,C,B,D,D,A,A,C,C,A,B,C,B,D,D,C,D,D,D,D,D,A,B,A,C,B,C,B,C,D,C,A,B,D,A,D,D,B,A,C,B,A,C,A,A,C,A,A,A,D,B,D,A,D,A,C
131,B,C,B,D,A,C,B,A,B,B,A,C,D,C,B,D,C,D,D,B,A,D,B,D,B,C,B,B,B,D,A,C,B,B,B,A,B,D,B,C,C,C,B,C,D,B,D,B,C,B,A,C,A,B,D,D,A
132,B,D,A,D,A,B,A,A,B,C,C,C,D,C,A,D,D,B,A,C,C,A,A,D,A,C,C,A,D,A,D,C,C,B,B,D,A,C,A,D,C,C,C,B,D,D,D,B,D,D,A,A,C,D,A,C,C
133,C,A,A,C,A,D,A,D,C,C,B,B,B,C,D,D,B,D,A,A,D,C,D,D,B,C,D,A,B,B,C,C,C,B,C,A,D,B,A,B,A,D,B,B,B,D,D,B,B,A,B,B,A,C,D,D,D
134,B,D,B,B,C,C,A,C,D,D,C,A,C,C,D,B,C,C,C,C,D,D,A,A,C,C,D,D,D,D,B,A,C,D,A,D,A,B,A,A,C,A,C,B,D,B,B,D,C,D,D,C,D,A,C,A,B
135,D,B,B,C,D,D,A,B,A,B,C,C,A,D,B,A,C,A,B,D,B,A,D,C,A,A,B,D,B,C,B,D,B,B,C,A,B,B,A,A,A,A,D,B,C,A,B,B,B,B,C,A,A,B,D,C,D
136,D,C,B,C,B,D,B,A,B,A,C,A,B,A,A,D,A,C,D,B,A,C,C,D,D,C,D,D,A,D,D,C,D,B,B,A,B,B,D,C,C,C,D,A,C,A,D,D,D,D,B,B,B,A,A,D,D
137,D,D,C,D,B,D,A,C,A,A,D,B,C,B,A,D,B,C,A,A,A,A,C,D,A,A,D,B,A,D,C,C,A,A,D,D,A,C,B,A,B,C,B,C,C,D,A,B,D,A,A,A,B,A,C,B,B
138,B,D,A,C,B,C,D,B,D,D,A,C,A,A,C,A,A,A,B,D,C,D,B,D,B,D,B,D,C,C,D,B,B,D,A,A,C,A,C,C,A,B,C,B,D,B,D,A,B,D,A,C,D,D,A,B,C
139,D,A,A,B,B,D,D,C,A,A,C,A,C,A,C,D,D,D,C,D,A,A,D,B,D,A,A,B,D,C,D,A,B,C,A,B,A,B,C,C,A,B,D,D,C,B,D,D,D,C,B,A,D,D,C,C,A
140,C,A,C,A,C,B,D,A,D,C,C,B,B,B,D,D,B,A,A,D,D,A,B,D,A,C,B,B,B,A,B,D,B,A,D,D,B,D,B,B,B,B,D,D,A,B,C,A,D,B,A,B,D,D,D,D,D
141,D,C,B,A,C,C,C,B,B,B,D,D,A,C,D,B,B,D,C,C,C,B,C,B,C,C,D,A,A,A,D,C,B,B,B,D,B,C,C,A,C,D,D,C,D,D,C,D,D,A,C,A,B,B,A,D,C
142,A,B,B,D,C,C,C,B,C,A,A,D,A,A,B,C,B,A,C,D,C,B,D,B,A,A,B,D,A,C,C,B,D,C,A,B,D,B,D,A,B,D,D,B,D,D,A,B,B,A,C,D,A,B,C,B,A
143,A,A,D,D,C,D,B,C,A,D,B,C,D,C,B,B,A,C,D,D,D,D,C,D,D,A,A,D,B,C,D,D,D,B,B,C,A,A,C,D,B,D,C,B,D,A,C,A,B,B,B,B,B,B,B,C,A
144,D,A,D,A,C,A,C,A,B,C,B,B,D,C,C,B,D,C,B,A,D,C,B,C,D,A,B,B,D,C,D,B,A,B,B,B,C,C,C,C,D,A,C,A,B,D,B,C,D,B,B,C,D,A,A,D,A
145,A,A,C,C,A,A,D,B,A,D,A,A,D,D,B,B,C,B,C,D,C,B,C,B,C,C,C,B,C,B,A,D,C,B,A,A,B,A,B,C,B,C,B,C,A,C,D,A,C,B,A,C,C,A,C,C,A
146,B,B,C,C,A,C,C,A,D,B,C,B,B,A,A,C,A,D,B,D,C,D,C,D,A,B,B,C,B,D,B,C,B,C,B,A,C,B,C,A,B,D,B,C,D,A,C,C,A,D,D,A,C,B,D,C,B
147,C,B,B,D,D,D,D,D,B,C,A,B,D,B,D,B,A,D,D,A,D,B,D,C,B,D,C,C,D,A,A,C,D,D,B,C,B,D,D,A,A,B,B,D,C,B,D,B,D,B,C,C,B,B,A,C,D
148,D,D,B,A,C,B,B,C,A,C,A,D,C,C,A,C,D,C,B,A,D,C,B,C,C,B,C,C,B,A,D,C,C,D,C,D,B,B,A,C,D,A,D,A,C,A,B,D,C,D,D,A,A,D,D,C,D
149,C,D,D,B,C,D,A,A,C,D,C,D,A,C,C,D,D,A,D,D,D,B,A,C,B,D,D,B,A,A,D,B,A,C,C,D,A,C,B,C,B,D,B,C,C,A,A,D,B,C,D,A,D,B,C,D,C
150,B,B,B,D,A,C,B,B,B,A,A,C,B,B,B,B,D,D,A,A,B,A,C,C,C,B,D,B,A,C,C,B,A,D,D,A,D,C,C,A,C,B,A,D,B,B,A,A,C,C,C,C,D,B,D,C,A
151,D,D,D,C,D,C,A,B,C,C,A,A,D,B,A,C,D,C,C,C,C,D,C,A,B,C,C,D,D,C,A,B,D,D,D,D,D,B,A,C,B,C,B,B,D,C,C,C,A,D,C,A,B,C,C,D,B
152,D,D,A,C,D,B,C,D,A,D,B,C,B,A,C,C,A,B,D,C,B,A,D,C,A,A,B,D,D,D,A,B,B,B,C,D,D,C,B,B,D,A,C,C,B,D,A,C,A,C,A,B,D,A,C,B,C
153,A,B,C,C,A,A,A,D,C,A,D,B,D,A,C,B,C,A,B,B,A,B,B,A,C,C,A,A,B,B,A,C,A,A,B,A,B,C,B,B,B,C,D,D,C,C,C,C,B,B,C,C,B,B,B,C,A
154,A,B,A,C,D,C,B,D,D,A,B,C,C,C,C,D,B,B,A,C,A,C,A,A,A,C,D,D,D,A,C,A,C,A,A,A,C,A,C,A,C,A,A,C,C,A,B,A,C,B,C,B,C,D,A,C,D
155,B,B,B,B,A,C,A,C,B,A,C,C,B,C,C,A,D,D,A,C,A,B,B,C,D,A,B,A,D,D,C,A,B,A,A,B,D,A,C,D,A,C,B,C,B,C,A,C,B,D,D,C,B,C,B,A,D
156,C,B,A,D,B,D,A,D,A,A,C,D,D,B,C,C,A,D,D,D,A,A,C,D,A,C,B,B,A,C,C,D,D,A,C,C,B,A,A,D,B,C,C,C,A,C,A,C,D,B,C,B,B,C,D,B,A
157,A,A,B,D,C,A,A,C,A,A,C,C,C,A,B,C,B,C,D,C,A,C,A,D,B,C,C,C,A,A,B,B,A,A,D,C,A,D,D,B,D,B,C,C,D,B,A,C,D,D,B,A,D,C,B,C,A
158,A,B,D,D,B,D,D,D,A,B,B,C,A,B,C,B,D,A,D,B,B,C,C,C,C,C,D,D,C,D,D,A,A,B,D,B,C,D,A,D,A,B,A,A,D,A,A,A,D,C,A,C,B,D,C,B,B
159,A,C,C,D,A,B,B,C,A,B,D,C,C,B,C,C,C,B,B,D,D,A,A,B,D,D,D,B,D,B,B,C,A,A,C,B,D,D,D,B,D,D,A,B,C,B,C,D,D,B,B,A,D,A,B,D,B
160,C,D,A,C,D,B,B,A,B,A,C,A,B,B,C,B,C,A,C,A,A,B,C,A,A,A,C,B,C,C,D,B,C,B,A,D,A,A,D,C,A,B,C,B,A,D,B,A,B,D,C,D,D,A,D,C,D
161,D,C,D,A,B,B,B,C,D,B,B,B,B,A,D,D,A,C,B,C,A,B,A,B,D,B,A,A,D,D,D,A,B,B,D,D,C,C,D,B,C,B,D,B,D,C,B,B,B,D,C,B,B,C,B,A,A
162,C,D,B,C,A,D,B,A,B,D,A,C,D,B,A,D,C,C,D,B,A,D,D,B,C,A,D,C,D,B,B,A,B,C,D,B,C,D,D,D,C,C,A,A,D,B,A,A,A,A,C,B,B,C,B,C,D
163,D,A,B,C,D,A,B,D,B,C,A,D,D,A,C,D,C,C,A,D,B,A,D,A,C,B,C,B,C,C,D,C,C,A,A,A,C,D,C,A,B,A,B,D,A,C,B,A,C,C,B,D,C,B,B,C,D
164,B,C,B,B,D,D,D,A,D,A,B,A,B,B,D,D,C,C,C,A,A,C,C,A,B,A,D,C,B,B,A,A,B,A,A,C,B,D,B,C,C,B,C,A,D,C,B,C,D,D,A,A,C,C,D,A,D
165,D,D,B,B,D,B,A,C,A,B,D,B,D,B,A,B,D,D,B,D,C,B,B,D,C,C,C,C,A,D,A,C,D,C,B,A,A,C,C,B,A,B,A,A,A,D,C,D,D,C,D,D,C,A,B,D,D
166,A,C,C,D,C,C,D,A,C,C,B,C,C,B,A,A,B,D,A,D,A,C,C,D,A,C,C,D,D,A,B,A,C,A,B,C,B,A,A,D,D,C,D,D,A,A,A,D,D,C,C,D,B,D,B,B,D
167,B,D,C,C,B,A,A,C,B,A,C,C,B,A,B,B,C,B,D,B,A,D,C,D,B,C,B,A,D,C,A,D,A,C,B,C,D,D,A,D,D,D,A,B,D,B,A,C,B,B,B,D,C,D,D,C,A
168,B,C,A,C,A,A,B,B,C,A,B,B,B,A,A,A,D,B,A,D,C,C,D,B,A,C,B,B,A,D,C,C,A,C,B,D,D,A,B,A,B,C,D,D,A,C,A,D,C,A,C,B,A,D,A,B,B
169,A,A,D,B,B,B,D,B,C,B,D,C,C,C,C,C,C,B,A,D,D,A,C,B,B,A,A,A,D,B,D,D,A,C,B,C,D,D,D,B,C,A,C,C,C,D,C,C,D,A,C,A,C,B,C,D,D
170,D,B,B,B,C,A,D,A,B,D,B,A,C,B,D,C,D,D,C,D,C,C,A,B,D,A,D,D,B,D,D,D,C,B,A,A,D,C,A,A,C,D,C,A,D,B,B,B,C,C,B,D,A,D,C,D,A
171,D,B,B,C,A,A,A,A,D,D,B,D,C,C,C,C,D,A,C,A,A,A,A,A,D,A,B,A,A,D,C,D,A,D,B,B,A,D,A,A,B,D,A,A,B,B,B,C,C,C,A,B,C,B,A,C,A
172,D,C,B,D,B,D,C,C,D,B,C,C,C,C,B,C,C,A,C,B,A,A,D,A,A,B,B,C,B,B,D,A,A,C,C,C,C,B,B,D,D,A,A,D,C,A,C,B,D,C,C,D,D,A,C,B,C
173,C,D,A,B,B,A,C,A,B,D,C,D,D,D,B,D,D,D,C,D,C,B,A,C,B,C,A,D,D,D,C,D,C,A,B,A,B,A,A,C,D,A,D,B,A,D,D,D,C,B,B,D,A,D,A,C,B
174,D,B,C,A,D,D,C,B,A,D,C,D,A,B,B,B,D,A,D,C,D,C,A,C,D,C,A,D,C,A,C,C,A,D,D,D,B,C,B,D,B,D,B,C,B,A,B,B,D,B,D,A,B,B,A,B,C
175,D,C,A,A,D,D,D,B,C,B,B,C,A,A,C,A,A,B,B,A,D,C,B,B,C,B,D,C,D,C,B,A,A,A,C,B,C,A,D,B,B,C,A,C,D,B,D,D,A,B,A,D,A,B,B,D,A
176,D,A,D,D,D,A,A,C,B,D,A,A,A,A,D,D,A,A,D,C,C,B,C,C,A,D,C,D,A,C,D,A,C,A,D,C,D,D,B,B,A,D,D,A,A,D,B,C,C,B,D,B,C,D,A,B,C
177,A,A,D,D,B,C,B,C,C,C,A,B,D,D,C,C,B,A,D,A,D,C,B,C,B,C,C,A,D,C,D,B,B,D,B,D,C,D,C,B,A,B,B,D,A,D,A,D,B,D,C,C,B,D,D,D,C
178,C,D,C,C,D,D,C,C,B,C,A,B,A,B,A,D,A,B,A,C,C,D,B,A,D,D,C,C,C,A,D,B,B,A,C,A,D,D,D,D,A,D,A,D,B,B,C,D,B,A,C,D,C,D,C,A,D
179,B,C,D,D,B,B,B,B,C,C,C,D,B,D,A,A,A,A,C,A,C,B,B,D,D,A,C,D,A,D,A,A,C,B,D,B,D,A,C,A,A,D,B,A,A,D,D,C,C,D,C,D,D,C,A,C,B
180,C,C,B,C,D,B,A,D,A,D,B,A,A,A,B,A,A,D,C,D,A,D,C,A,D,A,C,D,B,C,A,C,C,D,D,A,D,A,D,D,D,C,C,B,B,B,C,A,A,C,A,D,D,C,D,B,A
181,C,C,A,A,C,A,A,D,B,A,B,D,D,B,A,D,C,A,C,A,D,A,D,D,C,D,B,B,B,C,C,A,D,C,A,C,D,B,B,B,A,D,A,D,A,D,A,D,C,C,C,A,D,C,D,D,A
182,C,C,C,D,D,C,C,C,C,C,B,B,C,A,D,C,D,B,D,D,D,A,A,D,C,D,D,D,D,D,D,C,A,C,D,B,B,D,B,D,D,D,C,C,B,C,A,B,A,C,D,B,B,A,B,B,A
183,C,B,C,A,C,C,D,D,D,D,B,D,D,C,D,B,B,C,D,B,C,D,C,C,D,B,A,A,A,B,C,D,A,A,A,A,C,B,B,D,B,C,C,A,D,C,D,B,A,D,A,C,C,A,A,B,B
184,B,D,C,C,A,B,D,B,A,B,D,B,A,D,B,B,B,B,C,B,D,D,C,B,D,C,B,D,B,A,D,A,A,B,D,B,A,D,B,D,B,B,D,A,C,B,C,C,A,D,A,D,B,A,C,B,B
185,D,C,C,C,A,B,B,B,D,D,A,C,A,D,B,A,C,B,A,A,D,D,C,A,A,A,C,A,D,C,C,A,B,A,D,A,B,A,A,C,C,C,A,B,C,B,D,C,C,A,A,D,A,C,B,B,A
186,B,B,B,A,A,C,D,A,A,C,A,D,D,B,A,B,C,C,C,D,A,D,B,B,B,D,D,D,C,B,C,D,D,D,D,C,D,B,D,D,A,D,B,C,C,D,A,A,B,C,B,B,B,D,A,A,C
187,B,D,B,D,B,C,A,D,C,D,C,D,A,C,C,B,C,C,C,C,B,B,A,C,B,C,A,D,B,D,A,D,A,D,B,B,D,C,B,A,C,B,B,A,C,D,A,B,B,B,A,C,C,A,A,A,B
188,C,A,A,B,D,A,A,A,C,B,D,A,A,D,A,C,C,A,B,B,A,A,A,A,A,B,B,D,B,A,B,B,D,B,A,D,B,B,A,A,C,B,D,D,A,B,B,B,B,B,C,A,B,D,B,D,B
189,C,B,D,D,D,B,C,C,C,D,C,A,D,B,B,B,C,A,C,B,B,A,A,C,A,A,D,B,C,C,B,A,D,A,B,A,A,B,A,D,B,C,C,A,B,B,A,D,C,D,B,B,C,B,B,A,C
190,C,B,B,D,A,D,B,D,B,A,D,B,D,B,C,A,C,D,A,A,B,C,D,C,C,A,C,A,B,B,D,D,A,C,D,C,B,D,B,B,B,A,A,D,A,C,B,C,B,A,B,A,C,B,B,D,D
191,C,B,A,B,B,B,A,A,C,C,B,C,C,D,D,A,B,D,D,A,B,A,D,D,B,A,D,B,C,A,C,D,A,C,A,C,D,B,C,D,B,B,A,C,B,D,C,B,C,D,B,D,C,B,D,A,A
192,B,D,D,A,C,C,C,B,A,D,B,C,C,C,A,D,C,B,D,A,B,D,D,D,C,C,C,B,A,D,D,A,A,C,A,C,A,B,B,D,A,D,D,C,D,C,D,A,A,D,D,B,C,C,D,C,A
193,D,D,D,A,A,B,C,A,C,C,B,C,D,B,A,B,A,C,B,D,B,A,B,C,A,C,A,C,C,A,A,D,C,C,B,A,C,B,C,D,A,C,A,B,A,B,A,A,B,D,C,D,B,D,C,D,C
194,D,D,C,D,C,D,A,B,C,B,B,D,A,C,D,C,D,C,C,B,D,B,B,C,A,C,D,C,D,B,D,B,A,A,B,A,D,B,B,B,C,C,C,D,C,D,C,B,B,D,A,D,A,B,B,A,D
195,A,D,A,A,D,C,D,D,C,C,D,C,C,B,A,B,A,D,C,D,A,A,C,B,C,B,C,D,C,A,A,C,C,B,B,C,C,D,A,C,D,C,B,A,A,C,B,B,A,C,B,D,A,D,D,B,A
196,D,A,C,B,A,A,A,D,A,C,B,A,A,A,A,A,D,B,D,D,B,D,A,A,B,A,A,D,B,A,B,D,C,D,D,A,B,D,A,A,D,B,A,A,D,A,D,D,A,D,C,B,A,B,D,A,A
197,C,A,B,B,B,C,D,C,A,D,B,D,C,D,A,A,B,D,D,B,C,B,A,A,C,B,C,D,C,D,A,A,D,C,B,B,D,D,D,D,D,B,D,C,B,D,C,C,A,D,A,B,C,B,C,B,B
198,D,D,B,D,D,A,A,A,A,B,C,B,C,C,C,B,B,C,A,D,C,B,B,B,A,C,A,A,D,B,C,D,C,A,A,D,D,D,A,A,B,D,C,C,C,A,C,D,B,D,C,D,A,D,A,A,D
199,A,A,A,C,B,B,C,C,B,D,D,B,C,D,B,C,A,B,C,D,B,B,B,D,C,A,C,D,D,A,D,C,C,D,C,A,B,C,D,D,B,B,D,A,B,B,B,B,D,A,C,B,D,B,D,C,A
200,D,D,A,B,B,B,A,D,C,B,B,D,D,B,C,A,C,A,B,D,B,A,A,B,B,D,B,D,B,C,D,B,A,C,C,C,B,A,C,C,C,B,C,D,A,B,B,B,D,B,C,D,B,A,C,A,D
201,A,B,C,C,B,D,A,C,A,C,B,C,A,A,A,C,B,A,D,B,A,A,B,D,A,D,B,A,D,D,A,B,A,B,B,B,D,C,A,C,D,C,B,A,B,B,C,A,D,C,A,D,D,C,C,C,B
202,C,B,C,B,B,A,A,B,B,A,C,D,A,B,D,B,B,D,B,B,D,C,C,A,C,C,C,D,C,B,B,B,C,B,C,C,D,D,C,B,D,C,D,A,C,A,B,B,A,B,C,A,D,A,B,C,A
203,B,D,A,A,B,B,A,A,D,C,A,B,D,D,B,B,A,C,C,D,D,D,A,A,C,A,A,C,A,D,B,B,B,D,A,A,A,A,A,D,C,A,D,C,A,D,C,D,A,C,C,C,B,D,A,B,B
204,C,C,B,B,C,A,A,C,C,B,A,B,D,B,A,A,D,A,B,A,C,A,A,D,C,B,D,C,C,C,A,D,B,A,B,A,B,C,D,B,B,C,B,D,A,C,C,D,D,A,B,B,B,A,D,B,C
205,C,B,B,B,A,D,D,B,B,D,C,D,A,C,D,D,C,A,C,D,C,A,A,A,C,D,D,A,B,B,D,C,C,A,A,A,A,C,D,A,A,C,A,C,B,A,B,C,C,A,B,C,A,B,A,C,D
206,A,B,A,B,C,D,C,B,B,B,D,A,D,A,D,B,C,C,B,D,C,C,C,B,D,D,D,C,B,D,B,B,C,A,B,D,B,D,D,D,B,B,D,D,B,B,D,C,C,C,D,B,D,B,C,C,A
207,D,A,D,A,C,C,A,B,B,A,A,A,A,B,C,C,B,A,C,A,B,A,B,A,D,D,A,B,A,B,A,C,D,C,C,A,D,B,B,D,D,C,B,B,B,B,B,D,C,B,A,B,D,A,D,D,C
208,A,B,D,D,B,B,D,D,D,B,C,A,A,C,C,A,C,A,D,B,C,D,B,D,C,D,B,D,C,A,D,C,C,D,C,B,D,A,B,C,C,A,B,B,B,D,A,B,C,A,D,C,D,B,B,C,D
209,A,D,B,B,A,D,C,B,B,A,D,B,A,B,C,D,B,B,B,B,A,D,C,B,C,D,B,A,B,B,C,B,D,B,C,D,D,A,D,C,A,B,A,B,A,C,A,D,C,A,B,B,C,D,A,C,A
210,A,A,A,A,A,D,B,D,D,A,B,C,C,B,B,C,C,C,C,A,D,A,C,A,D,B,A,B,D,B,C,B,C,C,C,A,D,D,D,A,D,D,C,B,C,B,C,B,A,A,A,A,A,A,A,D,C
211,C,A,A,C,C,A,B,B,D,D,C,B,D,C,A,B,D,C,D,C,B,A,B,D,A,A,B,B,B,D,D,D,C,C,A,A,B,C,C,A,A,B,D,A,B,C,B,C,A,D,C,D,B,D,C,A,A
212,B,D,D,C,B,B,D,A,B,C,C,A,B,D,A,B,B,A,B,C,B,A,C,D,C,C,C,A,A,C,C,C,A,A,C,B,D,A,B,C,D,B,C,C,D,C,D,B,A,A,A,C,B,B,B,C,D
213,B,D,D,B,A,B,A,B,B,A,C,B,D,D,C,C,A,B,B,C,C,B,C,A,A,B,B,C,B,D,B,C,D,D,C,D,D,D,B,C,C,B,C,C,A,C,A,C,D,D,A,C,B,D,B,B,B
214,A,A,A,C,B,B,D,C,B,D,A,D,C,A,B,B,C,C,A,C,C,C,D,B,A,C,B,B,A,C,A,A,B,D,D,C,D,D,D,C,C,A,B,A,C,B,D,D,A,C,A,C,B,C,B,C,C
215,B,D,C,A,B,B,B,B,D,C,C,B,A,A,B,A,D,D,A,D,D,A,C,B,B,D,D,D,D,B,D,C,D,B,C,A,C,B,A,D,A,D,C,A,D,A,A,D,A,C,C,A,D,D,B,B,C
216,A,A,D,D,C,D,A,B,A,A,D,D,A,A,D,A,B,C,C,B,D,B,D,D,B,D,D,D,B,C,A,D,B,C,B,C,D,A,A,D,A,C,C,D,C,C,B,D,B,D,B,C,A,A,D,D,B
217,D,A,B,D,C,B,D,D,D,A,C,A,B,A,B,D,C,A,D,C,B,B,A,C,C,D,D,D,D,C,D,A,C,B,C,C,A,C,D,B,A,C,C,A,C,D,C,A,D,A,A,A,B,D,C,A,C
218,D,A,D,D,C,A,D,B,A,B,D,B,D,D,A,B,D,C,B,D,D,A,B,D,D,A,B,B,A,A,A,A,A,B,D,B,B,C,B,D,A,D,B,A,D,A,C,C,C,B,B,D,B,B,C,A,A
219,A,A,D,A,D,C,B,B,B,D,B,D,C,B,B,C,C,D,A,B,C,D,D,D,A,A,D,C,A,A,C,A,B,D,A,A,C,D,C,D,A,B,A,B,B,A,B,D,A,C,D,B,A,D,A,B,D
220,A,A,D,D,B,C,A,C,A,B,C,D,B,A,D,D,C,B,A,D,B,C,A,B,D,B,A,D,A,A,C,C,C,C,A,D,C,D,C,C,C,D,D,C,B,A,C,C,B,B,D,D,A,D,C,B,A
221,B,D,C,D,D,B,A,D,B,B,B,B,D,B,A,D,B,A,A,B,D,C,C,C,A,C,A,D,B,A,B,B,C,B,C,D,C,D,A,B,D,B,B,D,C,B,B,D,A,A,C,B,C,D,D,D,C
222,A,C,C,C,A,D,D,C,B,B,D,A,B,D,C,D,A,B,B,B,D,A,A,B,D,D,D,B,B,A,D,B,D,A,D,C,B,D,D,C,C,D,D,D,C,B,D,B,C,D,D,C,D,B,B,A,C
223,C,B,B,A,B,B,A,D,D,C,C,D,B,A,B,A,D,A,A,A,B,B,A,A,D,C,A,C,B,B,D,B,C,D,A,B,B,A,B,A,A,B,C,A,D,C,A,A,A,B,A,A,D,C,B,A,D
224,A,A,B,C,C,C,A,A,A,C,A,A,A,B,C,C,C,D,D,D,D,D,D,D,C,D,A,B,B,A,A,A,A,C,D,D,C,A,C,B,B,A,A,C,B,D,A,A,A,C,B,A,C,D,B,B,B
225,A,B,D,A,D,C,C,A,A,A,A,C,D,D,B,A,C,A,A,A,D,B,C,B,C,A,D,C,A,A,B,A,A,B,B,A,A,C,A,C,C,C,C,A,D,B,D,A,C,B,C,D,C,A,D,C,C
226,A,D,B,A,B,C,A,D,C,A,D,B,C,A,B,B,D,B,A,D,C,A,B,A,A,A,D,C,D,C,D,A,D,D,D,A,B,A,C,B,C,C,C,C,D,A,A,B,D,A,D,A,B,B,C,A,D
227,B,C,A,D,D,B,C,C,D,B,A,C,C,D,C,B,D,D,A,B,C,D,B,C,A,D,B,D,D,A,A,C,D,D,B,A,B,C,C,C,C,B,C,C,C,D,D,C,B,C,A,D,D,D,B,D,C
228,B,D,D,A,B,A,C,A,B,A,D,C,D,C,C,B,C,D,D,D,C,D,D,A,A,B,C,C,C,C,A,B,B,D,B,A,B,C,C,C,D,D,D,B,D,A,C,D,C,B,D,D,A,C,C,C,B
229,D,C,A,B,C,C,C,B,A,C,C,B,A,A,A,C,D,D,D,B,B,C,A,B,A,D,B,C,B,C,C,D,C,D,D,B,D,D,C,A,C,D,D,A,C,B,B,D,D,C,C,A,D,B,C,B,D
230,D,D,B,C,B,A,A,B,D,A,D,A,D,A,C,B,B,D,A,D,B,C,C,B,D,B,D,A,B,B,D,B,C,D,B,D,C,A,C,A,A,C,D,A,B,B,A,B,C,A,C,B,C,B,A,C,B
231,B,D,B,B,B,D,A,D,D,B,A,A,C,D,C,D,A,D,B,B,C,B,C,A,D,D,C,C,D,D,C,C,B,B,A,D,B,A,A,B,D,C,B,D,C,C,B,D,D,A,D,D,D,B,D,D,A
232,A,C,A,A,C,C,D,C,D,B,C,B,A,D,B,C,A,A,C,A,C,B,A,C,A,A,A,B,B,A,A,C,A,D,D,B,C,C,B,C,C,A,C,D,D,A,C,B,A,D,D,D,A,C,A,B,B
233,B,A,C,C,A,D,C,D,A,B,B,A,A,C,A,A,C,B,C,B,A,B,A,D,C,B,C,D,C,A,D,B,B,A,B,A,D,D,C,C,D,A,D,D,A,A,A,C,A,D,A,C,A,B,D,D,C
234,C,B,D,B,B,A,C,C,D,B,D,C,C,B,D,A,B,D,C,A,A,B,B,A,C,B,B,B,B,B,B,B,D,D,A,A,C,A,A,B,B,C,C,C,C,D,B,D,A,A,A,B,C,B,A,D,B
235,D,C,A,A,C,B,B,C,B,D,A,C,A,A,A,A,A,B,B,A,A,B,B,D,A,D,B,A,B,A,B,A,A,C,B,C,B,C,C,B,D,A,A,C,B,B,D,D,D,D,B,B,B,B,A,D,D
236,D,D,B,B,C,C,A,C,D,B,B,C,C,D,C,B,B,C,C,B,D,B,D,D,D,A,C,D,A,B,C,D,A,A,C,B,C,B,D,C,A,C,C,C,A,A,A,D,C,A,B,D,B,A,D,A,A
